,,,,,,,48.5,80.13,3886.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,49,80.12,3925.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,49.5,80.11,3965.45,80.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,50,80.10,4005.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,50.5,80.09,4044.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,51,80.08,4084.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,51.5,80.07,4123.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,52,80.06,4163.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,52.5,80.05,4202.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,53,80.04,4242.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,53.5,80.03,4281.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,54,80.02,4321.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,54.5,80.01,4360.55,80.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,2975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,59500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,$368.75 per pip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,13459.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,134593.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0.442071047132575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
