CAD/JPY,-39000.0
EUR/AUD,67000.0
EUR/CAD,-17000.0
EUR/CHF,-49000.0
EUR/GBP,-36000.0
EUR/JPY,-66000.0
EUR/USD,-176000.0
GBP/AUD,167000.0
GBP/CAD,76000.0
GBP/CHF,12000.0
GBP/JPY,-9000.0
GBP/USD,-90000.0
ZAR/JPY,-6000.0
