1,1,,1,,,,,,,,,,,,
1,0,3,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,,2,,,,,,,,,,,,
1,0,2,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,2,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,
1,1,,2,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,5,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,4,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,,2,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,3,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,39,1950,,34,1700,,,,,,,,,
,,16,1120,,20,1500,,,,,,,,,
,,,830,,,200,,,,,,,,,
,,,,,,,,,,,,,,,
,,,50,,,50,,,,,,,,,
,,,70,,,75,,,,,,,,,
