1,0,1,,,,,,,0,,,,1,,
0,1,,1,,,,,,1,,,,1,2,
1,0,1,,,,,,,1,,,,0,,
0,1,,1,,,,,,1,,,,0,,
1,0,1,,,,,,,1,4,,,0,,
0,0,,,,,,,,0,,,,1,,
1,0,,,,,,,,0,,,,1,,
1,0,2,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,4,
0,1,,,,,,,,1,,,,0,,
0,1,,,,,,,,1,2,,,1,,
0,1,,,,,,,,0,,,,1,2,
0,1,,5,,,,,,1,1,,,0,,
1,0,1,,,,,,,0,,,,1,,
0,0,,,,,,,,0,,,,1,,
0,1,,,,,,,,1,,,,1,3,
0,1,,,,,,,,1,2,,,0,,
0,1,,,,,,,,0,,,,0,,
0,1,,,,,,,,1,,,,0,,
0,1,,5,,,,,,1,2,,,0,,
0,0,,,,,,,,0,,,,1,,
0,0,,,,,,,,0,,,,1,2,
0,1,,,,,,,,1,,,,0,,
0,1,,,,,,,,1,,,,0,,
1,1,,3,,,,,,1,,,,0,,
1,0,,,,,,,,1,4,,,0,,
1,0,,,,,,,,0,,,,1,,
1,1,4,,,,,,,0,,,,1,2,
0,1,,,,,,,,1,,,,0,,
0,1,,3,,,,,,1,,,,0,,
1,0,,,,,,,,1,,,,0,,
1,0,2,,,,,,,1,,,,0,,
0,1,,,,,,,,1,5,,,1,,
1,1,,2,,,,,,0,,,,1,,
1,0,2,,,,,,,1,,,,1,3,
0,1,,,,,,,,1,,,,0,,
1,1,,,,,,,,1,3,,,1,,
1,1,,3,,,,,,0,,,,1,,
1,0,,,,,,,,1,,,,1,3,
1,0,4,,,,,,,1,2,,,0,,
0,1,,,,,,,,0,,,,1,1,
1,1,,2,,,,,,1,1,,,0,,
1,0,2,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,2,
1,1,1,,,,,,,0,,,,0,,
0,1,,,,,,,,0,,,,1,1,
0,1,,4,,,,,,1,,,,0,,
1,0,,,,,,,,1,2,,,0,,
1,0,,,,,,,,0,,,,0,,
1,0,3,,,,,,,1,1,,,1,,
0,1,,1,,,,,,0,,,,1,,
1,0,1,,,,,,,1,,,,1,3,
0,1,,,,,,,,1,2,,,0,,
0,1,,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,3,
0,1,,,,,,,,1,,,,0,,
0,1,,,,,,,,1,2,,,0,,
0,1,,7,,,,,,0,,,,1,1,
1,0,1,,,,,,,1,1,,,0,,
0,1,,,,,,,,0,,,,1,1,
0,1,,2,,,,,,1,1,,,0,,
1,0,,,,,,,,0,,,,1,1,
1,0,2,,,,,,,0,,,,0,,
0,0,,,,,,,,1,1,,,1,1,
0,1,,,,,,,,0,,,,0,,
0,1,,,,,,,,0,,,,1,1,
0,1,,3,,,,,,0,,,,0,,
1,0,,,,,,,,0,,,,1,,
1,0,2,,,,,,,0,,,,1,2,
0,0,,,,,,,,1,1,,,0,,
1,0,1,,,,,,,0,,,,1,1,
0,1,,,,,,,,1,1,,,0,,
0,1,,2,,,,,,0,,,,1,1,
0,0,,,,,,,,1,,,,0,,
0,1,,,,,,,,1,2,,,0,,
0,1,,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,2,
1,1,,4,,,,,,1,1,,,0,,
1,0,2,,,,,,,0,,,,1,,
0,1,,,,,,,,1,1,,,1,,
1,1,,2,,,,,,0,,,,1,,
1,0,,,,,,,,0,,,,1,,
1,0,3,,,,,,,0,,,,1,,
0,1,,,,,,,,1,,,,1,6,
0,1,,,,,,,,1,2,,,0,,
0,1,,,,,,,,0,,,,1,,
0,1,,,,,,,,1,,,,1,,
1,1,,,,,,,,1,,,,1,,
1,1,2,,,,,,,1,,,,1,,
0,1,,,,,,,,1,,,,1,5,
1,1,,,,,,,,1,5,,,0,,
1,1,,,,,,,,0,,,,1,,
1,1,,,,,,,,1,,,,1,,
1,1,4,,,,,,,1,,,,1,3,
0,1,,,,,,,,1,3,,,0,,
1,1,,,,,,,,0,,,,1,,
1,1,,14,,,,,,0,,,,1,2,
1,0,3,,,,,,,1,,,,0,,
0,1,,,,,,,,1,2,,,0,,
0,1,,,,,,,,0,,,,1,1,
0,1,,3,,,,,,1,1,,,0,,
1,0,,,,,,,,0,,,,1,,
1,1,,1,,,,,,0,,,,1,,
1,0,3,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,,
0,1,,,,,,,,0,,,,1,,
1,1,,,,,,,,1,1,,,1,,
1,1,,,,,,,,0,,,,1,7,
1,1,,5,,,,,,0,,,,0,,
1,0,,,,,,,,0,,,,1,1,
1,0,,,,,,,,1,,,,0,,
1,0,6,,,,,,,1,,,,0,,
0,1,,1,,,,,,1,3,,,0,,
1,0,,,,,,,,0,,,,1,,
1,0,2,,,,,,,0,,,,1,2,
0,1,,1,,,,,,1,,,,0,,
1,0,,,,,,,,1,2,,,0,,
1,0,2,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,18,900,,,19,950
1,1,,,,,,,,,12,852,,,11,770
1,1,,,,,,,,,,48,,,,180
1,1,3,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,7,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,3,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,3,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,
1,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,5,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,2,,,,,,,,,,,,
1,0,1,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,3,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,
1,1,,1,,,,,,,,,,,,
1,0,2,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,1,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,1,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,8,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,2,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,6,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,2,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,2,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,
1,0,1,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,3,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,6,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,,2,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,5,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,
1,1,,3,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,7,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
1,0,1,,,,,,,,,,,,,
0,1,,1,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,3,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,
1,1,2,,,,,,,,,,,,,
0,1,,6,,,,,,,,,,,,
1,0,1,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
1,1,1,,,,,,,,,,,,,
0,1,,4,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,0,2,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,
1,0,1,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,9,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,
1,1,3,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,4,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
1,1,,1,,,,,,,,,,,,
1,0,3,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,
0,1,,2,,,,,,,,,,,,
1,0,,,,,,,,,,,,,,
