CAD/JPY,90000.0
EUR/AUD,-114000.0
EUR/CAD,-110000.0
EUR/CHF,17000.0
EUR/GBP,18000.0
EUR/JPY,51000.0
EUR/USD,56000.0
GBP/AUD,-174000.0
GBP/CAD,-173000.0
GBP/CHF,-17000.0
GBP/JPY,24000.0
GBP/USD,3000.0
ZAR/JPY,5000.0
