30,,,,,,,
,,,,,,,
244,98.7854251012146,86000 units,8.69 per pip,30 pips,$260.70 ,0.65,158.6
3,1.21457489878543,1400000 units,141.47 per pip,30 pips,"$8,488.20 ",21.2,63.6
247,,,,,,,95
,,,,,,,
,,,,,,,
20,,,,,,,
517,98.8527724665392,8.69 per pip,20 pips,$173.80 ,0.43,222.31,
6,1.1472275334608,141.47 per pip,20 pips,"$2,829.40 ",7.07,42.42,
523,,,,,,179.89,
,,,,,,,
,,,,,,,
,,,,,,,
16328,98.6586102719033,,,,,,
222,1.34138972809668,,,,,,
16550,,,,,,,
